station_token,horizon_d,event_era,is_weekend,missing_count,q_1d_bin,q_mean_7d_bin,q_std_7d_bin,q_mean_30d_bin,q_std_30d_bin,q_min_30d_bin,q_max_30d_bin,logq_1d_bin,dlogq_1d_bin,abs_dlogq_mean7_bin,flashiness_7d_bin,q_missing_30d_bin,month_bin,dayofyear_bin,slice_lowflow,target_rapid_surge_next,row_id
117bd0e19e2a,3,1,0,0,3,5,6,5,5,5,5,3,10,9,10,1,11,10,0,0,995653198279319554
609de232a4d4,3,1,1,0,5,5,5,5,4,6,4,5,11,8,8,1,11,11,0,0,995678112504350207
de2e1a39a06a,7,0,0,0,9,9,10,10,11,9,10,9,2,5,5,1,0,0,0,1,995683250355106769
ef34da8c2c0d,7,0,0,0,3,3,4,3,4,3,4,3,0,11,11,1,11,11,1,0,995692274344624424
df7628a2379b,7,1,1,0,1,0,1,1,2,1,2,1,6,1,1,1,9,9,0,0,995699041415373066
609de232a4d4,7,1,1,0,5,5,4,5,4,5,4,5,11,9,9,1,2,1,1,0,995703464975977245
ef34da8c2c0d,7,2,0,0,5,4,6,4,5,3,4,5,3,11,11,1,4,3,0,0,995713745427363850
75ed4952b7fc,3,2,0,0,8,10,11,10,11,8,10,8,1,10,10,1,0,0,0,0,995720969136654815
e0b4f7b875db,7,0,1,0,1,0,1,1,2,1,2,1,6,1,1,1,7,7,0,0,995727058043714051
748d7819e37e,7,1,1,0,2,2,2,2,3,4,3,2,4,5,5,1,2,1,0,0,995729466676943954
1ef64aab5c17,7,0,1,0,10,10,8,10,10,10,10,10,3,2,2,1,6,6,0,0,995732422980794400
df7628a2379b,3,1,0,0,1,0,1,1,2,1,2,1,6,1,1,1,7,7,1,0,995736583685673062
56c9efc58838,3,0,0,0,7,7,5,7,8,8,7,7,4,2,2,1,9,9,1,0,995756561300536905
609de232a4d4,7,1,1,0,4,5,4,5,4,5,5,4,0,8,8,1,8,8,1,1,995758728893514966
ef34da8c2c0d,3,0,0,0,5,3,5,3,4,3,4,5,11,9,9,1,1,1,1,0,995759131162145027
1404ea258012,7,1,1,0,10,11,11,11,11,10,11,10,0,8,7,1,8,8,0,0,995768409032189335
caf2a2a8004c,3,0,0,0,11,11,11,10,10,11,10,11,7,4,4,1,9,9,0,0,995774368700825925
fd98e5d506f4,3,2,1,0,5,4,4,4,3,5,3,5,10,7,7,1,11,10,0,0,995774666210245417
de2e1a39a06a,7,1,0,0,10,10,10,9,10,7,10,10,10,9,8,1,11,11,0,0,995779392917096309
406ae854b991,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,11,10,1,0,995787909442178411
609de232a4d4,3,0,0,0,6,5,5,5,5,6,5,6,11,9,9,1,8,8,0,0,995792110220190494
de2e1a39a06a,7,1,0,0,9,9,10,9,11,8,10,9,8,7,6,1,1,1,0,1,995798442199378823
7b281033e46b,7,0,0,0,9,9,7,9,8,9,9,9,5,2,2,1,11,11,0,0,995802505473165281
56c9efc58838,3,0,0,0,10,9,10,9,10,9,9,10,11,9,9,1,7,7,0,0,995827483574799659
748d7819e37e,7,0,0,0,1,1,1,1,1,2,1,1,4,2,2,1,4,4,0,0,995833098731277086
ef34da8c2c0d,3,0,1,0,5,4,5,4,5,3,4,5,10,11,11,1,6,6,0,0,995854714889774160
ecaee3d1008f,3,0,1,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,0,995866387151886969
b7c0806de860,7,2,0,0,9,9,9,9,9,9,9,9,9,5,5,1,3,3,0,0,995869934541220759
6d697f14bc8e,7,2,0,0,9,9,10,9,9,9,9,9,9,6,6,1,2,2,0,0,995896320623876583
bed96b6743fa,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,0,0,995916190874337009
043b694d9c5e,7,1,1,0,5,3,3,3,3,5,3,5,11,8,8,1,7,7,0,0,995918056135193727
fd98e5d506f4,3,1,0,0,4,5,6,5,5,3,5,4,1,11,11,1,3,3,0,0,995922373754806868
95b9d4fe1271,7,1,0,0,3,3,2,2,2,5,2,3,8,2,2,1,2,2,0,0,995925822800269697
7b281033e46b,3,1,1,0,10,10,10,9,9,9,9,10,3,6,6,1,11,10,0,0,995955636388005554
406ae854b991,3,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,1,995978845743013603
caf2a2a8004c,7,1,0,0,10,10,10,10,10,11,10,10,9,4,4,1,9,9,0,0,995987194299217897
bed96b6743fa,7,0,1,0,2,2,2,2,2,4,2,2,5,3,3,1,1,1,0,0,995999007837068765
ecaee3d1008f,3,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,8,8,1,0,996050102738689413
5f8b91f5d962,7,1,1,0,8,8,7,7,7,8,7,8,8,2,2,1,6,6,0,1,996051928642747825
5a95829744b6,3,2,0,0,6,7,7,6,7,2,7,6,9,7,7,1,5,5,0,0,996052566981610895
b64df5bf243d,7,1,1,0,1,1,1,1,1,2,1,1,6,1,1,1,11,10,0,0,996055710539693570
44c3d411b9d0,7,0,1,0,4,3,1,3,0,6,2,4,6,1,1,1,11,11,0,0,996073149327634205
56c9efc58838,7,1,0,0,8,8,8,8,7,9,8,8,9,3,3,1,5,5,0,0,996100601188112331
89606b98d91b,7,2,0,0,10,10,7,9,9,10,9,10,6,1,1,1,11,10,0,0,996102702909656730
95b9d4fe1271,7,1,0,0,3,2,2,2,2,5,2,3,5,2,2,1,1,1,0,0,996104379422718067
ec691497ec28,7,2,0,0,7,7,7,7,7,8,7,7,4,3,3,1,3,3,1,0,996127907351908373
748d7819e37e,3,0,1,0,1,1,1,1,1,2,1,1,7,1,1,1,11,10,0,0,996132294402471568
4e9a08ea6a04,7,1,0,0,3,3,3,3,3,1,3,3,0,9,9,1,11,11,0,0,996133158258250106
56c9efc58838,7,1,0,0,10,9,10,8,9,8,9,10,10,8,7,1,11,11,0,0,996139994094062308
117bd0e19e2a,3,0,1,0,3,4,6,5,5,3,5,3,0,11,11,1,11,11,0,0,996140674236696641
44451e6362f6,3,1,0,0,2,5,6,5,5,3,5,2,0,9,10,1,6,6,0,0,996171348367801794
bed96b6743fa,3,1,0,0,2,2,2,2,2,4,1,2,3,4,4,1,5,4,0,0,996185962845050566
ae58d21b0db5,7,0,0,0,4,4,3,4,3,5,3,4,11,8,8,1,4,4,0,0,996186688975241927
748d7819e37e,7,2,0,0,2,2,2,2,1,4,1,2,7,3,3,1,1,1,0,0,996196400051700347
043b694d9c5e,3,1,0,0,4,3,3,3,2,5,2,4,4,9,9,1,9,9,0,0,996207080851961238
406ae854b991,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,1,996216604040328044
609de232a4d4,3,0,1,0,6,6,7,6,6,6,6,6,1,10,10,1,8,8,0,0,996222591682295113
ae58d21b0db5,3,1,0,0,4,4,4,3,3,4,3,4,10,9,9,1,11,11,1,1,996227052526254376
4e9a08ea6a04,7,0,0,0,4,3,3,4,3,5,3,4,2,8,8,1,4,4,0,0,996227236745883321
95b9d4fe1271,3,0,0,0,3,3,3,2,2,5,2,3,3,6,6,1,2,2,0,0,996229164818974140
bed96b6743fa,3,0,0,0,1,1,1,0,1,2,0,1,6,1,1,1,4,4,0,0,996238087038914182
df7628a2379b,7,2,0,0,1,0,1,2,2,1,2,1,6,8,11,1,3,3,0,0,996245581939299298
7d9cf5e9ab13,3,2,0,0,5,6,5,6,5,6,6,5,0,7,8,1,11,10,1,0,996252943536312938
89606b98d91b,3,1,1,0,9,9,8,9,10,10,10,9,4,3,2,1,1,1,0,0,996257207716471540
89606b98d91b,7,1,0,0,10,10,7,10,10,10,9,10,8,1,1,1,3,3,0,0,996259753520862662
7b281033e46b,3,2,0,0,9,9,9,9,9,8,8,9,1,6,6,1,11,10,0,0,996259804413042920
748d7819e37e,3,2,0,0,1,1,2,1,1,2,1,1,3,2,2,1,3,3,0,0,996260653523872412
ecaee3d1008f,7,0,0,0,1,1,1,1,1,2,1,1,6,1,1,1,2,2,0,0,996268845882376825
ae58d21b0db5,7,0,0,0,3,3,3,3,3,5,3,3,0,10,10,1,5,5,0,0,996269091493448113
75ed4952b7fc,7,0,1,0,6,6,6,6,4,7,6,6,2,6,5,1,8,8,1,0,996270758991158495
5a95829744b6,3,0,1,0,6,7,7,7,7,6,6,6,0,6,6,1,6,6,0,0,996272929038207789
117bd0e19e2a,7,0,0,0,5,4,5,4,4,3,3,5,11,11,11,1,0,0,1,0,996275903412989816
1404ea258012,3,1,0,0,10,10,10,10,11,10,10,10,9,5,5,1,11,11,1,0,996280335762059931
b7c0806de860,7,1,0,0,8,8,8,8,9,9,9,8,2,6,6,1,1,1,0,0,996287990483776947
117bd0e19e2a,3,1,0,0,6,6,4,6,5,6,5,6,10,7,7,1,11,10,0,0,996304030211800109
d2a09753fb88,7,1,1,0,4,6,7,6,6,1,6,4,0,9,10,1,4,4,0,0,996313083277165068
b7c0806de860,3,1,0,0,9,9,10,9,9,9,9,9,8,6,7,1,8,8,0,0,996336585933434573
406ae854b991,7,0,1,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,1,996337316954769942
56c9efc58838,3,1,1,0,7,7,7,7,7,8,7,7,4,3,3,1,5,5,1,0,996341315196645290
ae58d21b0db5,7,2,0,0,2,2,2,2,2,2,2,2,0,10,10,1,7,7,1,1,996343426622692596
7d9cf5e9ab13,7,2,1,0,7,6,6,6,7,2,6,7,3,7,7,1,0,0,1,0,996358997323246729
44451e6362f6,7,1,0,0,6,5,6,5,5,3,5,6,10,11,11,1,5,5,0,0,996361545852229592
7b281033e46b,7,1,1,0,9,9,8,9,8,9,8,9,3,4,4,1,2,2,0,0,996362190910126868
ecaee3d1008f,7,0,0,0,1,0,1,0,1,1,1,1,6,1,1,1,4,4,0,0,996376564422672377
fd98e5d506f4,7,2,0,0,4,4,4,4,3,3,3,4,11,11,11,1,11,11,0,0,996384752853816281
4e9a08ea6a04,3,0,0,0,4,4,4,3,3,5,3,4,0,10,10,1,5,4,0,0,996398955602928548
7b281033e46b,3,2,0,0,9,10,9,10,9,10,9,9,9,4,4,1,3,3,0,0,996402153694153499
7b281033e46b,7,0,0,0,9,10,10,9,9,10,9,9,9,4,4,1,5,5,0,0,996407169276938356
1404ea258012,7,0,1,0,10,10,11,10,11,10,10,10,9,6,6,1,11,11,1,0,996413683392154067
caf2a2a8004c,7,0,0,0,11,11,10,11,10,11,11,11,9,3,3,1,4,4,0,0,996422041014751226
75ed4952b7fc,3,1,1,0,10,10,11,8,10,8,10,10,1,10,8,1,0,0,0,0,996422792933180748
ec691497ec28,7,0,0,0,7,7,6,7,6,8,7,7,7,2,2,1,3,3,1,0,996433010837942809
bed96b6743fa,3,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,5,5,1,0,996433813589057872
043b694d9c5e,7,1,1,0,3,3,3,3,3,5,3,3,2,9,9,1,11,10,0,0,996435795197770826
4e9a08ea6a04,3,1,0,0,4,3,3,3,2,4,2,4,10,9,8,1,8,8,1,0,996436517981906885
b7c0806de860,3,2,0,0,9,8,9,8,8,8,8,9,10,5,5,1,5,5,1,0,996445158525629484
44451e6362f6,7,0,0,0,6,4,6,3,3,3,4,6,11,9,8,1,5,5,1,0,996446444794738396
ae58d21b0db5,7,2,0,0,3,3,3,3,3,4,3,3,11,10,10,1,1,1,1,0,996450649761439127
88c5daebbe7a,3,0,0,0,5,6,5,5,6,2,5,5,0,8,9,1,1,1,1,0,996473556362120148
75ed4952b7fc,3,1,1,0,5,5,2,6,3,7,5,5,6,2,2,1,7,7,1,0,996486414667002063
406ae854b991,3,0,0,0,1,0,1,0,1,1,1,1,6,1,1,1,7,7,0,1,996516363322297788
1404ea258012,3,1,0,0,11,11,11,11,11,11,11,11,8,5,5,1,5,5,0,0,996518083758480071
ef34da8c2c0d,7,1,1,0,2,3,5,4,5,3,5,2,4,11,11,1,6,6,0,1,996518455732527673
89606b98d91b,3,1,0,0,9,9,9,9,8,9,9,9,4,3,3,1,0,0,0,0,996521604625594021
043b694d9c5e,7,2,1,0,3,3,2,2,2,5,2,3,11,7,8,1,0,0,1,0,996522509786056806
25827051ce85,3,1,0,0,10,11,11,11,11,11,11,10,0,7,7,1,7,7,0,1,996527257664436410
b7c0806de860,7,2,1,0,10,10,9,9,9,8,9,10,8,5,5,1,3,3,0,0,996527665725205658
56c9efc58838,7,1,0,0,8,8,8,8,7,9,8,8,9,3,3,1,3,3,0,0,996530360074800868
ec691497ec28,7,1,0,0,8,8,8,8,7,8,7,8,9,4,4,1,5,5,0,0,996533906987295755
117bd0e19e2a,3,1,0,0,2,2,4,4,5,3,5,2,4,10,10,1,0,0,1,0,996537267496523060
117bd0e19e2a,7,2,1,0,5,5,5,4,5,3,5,5,10,10,10,1,6,6,1,0,996555295512422867
ecaee3d1008f,7,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,4,4,1,0,996572789216717222
406ae854b991,3,0,1,0,1,0,1,0,0,1,0,1,6,1,1,1,5,5,1,1,996577583605381759
609de232a4d4,7,0,0,0,6,6,4,6,6,6,6,6,9,7,7,1,11,10,0,0,996585981465688373
7d9cf5e9ab13,3,0,0,0,6,6,7,6,6,6,6,6,1,10,10,1,11,10,0,0,996596082365149326
54bdd761dc96,7,0,0,0,9,8,8,8,8,8,8,9,8,6,5,1,6,6,0,0,996596446722376860
bed96b6743fa,3,0,0,0,2,2,2,1,1,3,1,2,8,3,3,1,11,11,0,0,996602510427879117
b64df5bf243d,3,2,0,0,1,1,1,1,0,2,0,1,6,1,1,1,11,11,0,0,996606351231980881
fd98e5d506f4,7,1,0,0,4,5,4,5,4,5,4,4,11,8,9,1,11,10,0,0,996634062034975409
ef34da8c2c0d,7,1,0,0,4,4,5,4,4,4,4,4,11,11,11,1,11,11,0,0,996636502787904995
b7c0806de860,7,1,0,0,9,9,9,9,8,10,9,9,9,4,4,1,8,8,0,0,996643600679996525
ecaee3d1008f,3,1,1,0,2,2,2,2,3,3,3,2,11,5,5,1,1,1,0,0,996658070793806898
5f8b91f5d962,7,1,0,0,7,7,8,8,10,7,10,7,2,6,6,1,9,9,0,0,996682374687203325
fd98e5d506f4,3,2,0,0,3,3,4,3,3,2,3,3,9,10,10,1,0,0,1,0,996695114906208943
44451e6362f6,7,2,1,0,5,4,3,4,3,4,3,5,10,4,4,1,9,9,0,0,996702826299264719
ef34da8c2c0d,3,1,0,0,4,2,3,3,3,3,3,4,11,10,10,1,1,1,1,0,996704798561953500
7b281033e46b,7,1,0,0,9,10,9,9,9,9,9,9,1,6,5,1,11,10,0,0,996710470323520632
54bdd761dc96,3,1,1,0,9,8,10,7,9,7,8,9,3,6,6,1,11,10,0,0,996711327016387155
95b9d4fe1271,3,1,0,0,2,3,4,2,3,4,3,2,3,10,10,1,4,4,0,0,996720533432837423
b64df5bf243d,7,1,0,0,1,1,1,0,0,2,0,1,6,1,1,1,7,7,1,0,996724513555600277
609de232a4d4,7,2,0,0,6,5,7,5,6,5,6,6,11,11,10,1,7,8,1,0,996725692190162814
fd98e5d506f4,7,1,0,0,5,5,5,5,6,3,5,5,10,10,10,1,3,3,0,0,996727156346672371
df7628a2379b,3,1,1,0,1,2,3,2,2,1,2,1,6,10,10,1,9,9,0,0,996732884419922756
ae58d21b0db5,7,1,1,0,4,3,3,3,2,4,2,4,10,9,9,1,2,2,1,0,996736751839355637
6d697f14bc8e,3,1,1,0,9,8,9,9,10,8,9,9,4,5,5,1,9,9,0,0,996740077186350272
609de232a4d4,7,0,0,0,6,6,7,6,6,6,6,6,0,9,9,1,3,3,0,0,996740516178574371
7b281033e46b,7,0,0,0,8,9,9,8,8,9,8,8,3,4,4,1,2,2,0,0,996757558877297033
95b9d4fe1271,7,2,0,0,2,2,1,2,1,4,1,2,4,1,1,1,11,11,1,0,996767548670550844
406ae854b991,3,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,0,0,1,1,996782792647971717
bed96b6743fa,3,0,0,0,2,1,2,1,1,1,1,2,2,4,4,1,11,10,0,0,996791764905902757
406ae854b991,7,0,0,0,2,1,2,0,1,1,1,2,11,5,4,1,7,7,0,0,996801812284511214
72e6d542f7e1,7,2,0,0,11,11,10,11,11,11,11,11,8,4,4,1,2,2,0,0,996838856765466798
748d7819e37e,3,1,0,0,2,1,1,1,1,2,1,2,8,2,2,1,11,10,0,0,996841114453055783
d2a09753fb88,7,0,1,0,6,6,6,5,6,5,5,6,3,8,8,1,9,9,0,0,996841250166173803
5a95829744b6,7,0,0,0,7,7,6,7,7,7,7,7,3,6,5,1,9,9,0,0,996844933280953283
406ae854b991,3,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,8,8,1,1,996846690932300200
ef34da8c2c0d,3,2,0,0,4,3,3,4,3,4,3,4,2,10,10,1,11,11,0,0,996882191948153944
406ae854b991,7,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,9,9,1,0,996885310097577359
7d9cf5e9ab13,3,2,0,0,5,6,6,6,6,6,6,5,0,9,9,1,11,10,1,0,996891245895957137
1ef64aab5c17,7,0,0,0,10,10,9,10,8,10,10,10,9,4,4,1,7,7,0,0,996904702101683167
ec691497ec28,3,2,0,0,8,8,6,8,6,8,7,8,3,3,3,1,4,4,0,0,996908865608228528
bed96b6743fa,7,2,0,0,2,2,2,2,1,4,1,2,7,3,3,1,1,0,0,0,996908980746388372
ec691497ec28,3,0,1,0,8,8,8,7,7,8,7,8,9,3,3,1,2,2,0,0,996912885317552529
89606b98d91b,7,1,0,0,9,9,9,10,10,9,10,9,0,4,5,1,9,9,0,0,996943715491609576
df7628a2379b,3,1,0,0,1,2,3,2,2,1,2,1,8,10,10,1,9,9,0,0,996948797640698827
bed96b6743fa,3,2,0,0,2,2,2,2,1,4,1,2,3,3,3,1,1,1,0,0,996954179286541691
1404ea258012,3,1,0,0,11,11,11,11,11,11,11,11,4,7,7,1,4,3,0,0,996966897723224028
ae58d21b0db5,7,0,0,0,4,5,7,4,5,4,6,4,10,11,11,1,8,8,0,0,996973228190817988
54bdd761dc96,7,0,0,0,7,7,8,7,7,7,7,7,11,8,9,1,8,8,0,0,996973430536700097
44c3d411b9d0,3,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,2,2,1,0,996978580866130623
1404ea258012,7,0,0,0,11,11,11,11,11,10,11,11,9,7,7,1,9,10,0,0,996982647160644227
ae58d21b0db5,7,0,0,0,3,3,4,3,3,4,3,3,0,10,10,1,7,7,1,0,996982956270346805
043b694d9c5e,7,0,0,0,1,2,4,2,2,1,2,1,0,11,11,1,7,7,1,1,997006103571519430
1ef64aab5c17,7,1,0,0,9,9,5,9,9,9,8,9,6,1,1,1,7,7,0,0,997015221954603905
95b9d4fe1271,3,2,0,0,2,2,1,2,1,4,1,2,6,1,1,1,0,0,0,0,997029841616186793
56c9efc58838,7,1,0,0,7,9,10,8,9,8,9,7,0,8,9,1,1,1,0,0,997029900476289987
748d7819e37e,7,0,0,0,2,2,2,2,6,2,6,2,4,10,11,1,11,10,0,0,997046190578684471
bed96b6743fa,7,0,0,0,2,2,2,2,1,4,2,2,2,3,3,1,2,2,0,0,997048872036862945
1ef64aab5c17,3,0,0,0,10,10,7,10,8,10,10,10,7,1,1,1,5,5,0,0,997049850271460159
89606b98d91b,3,2,0,0,9,9,8,9,8,9,8,9,3,3,3,1,5,5,0,0,997059940422986174
ae58d21b0db5,7,1,0,0,1,2,2,2,2,1,2,1,0,10,10,1,0,0,1,1,997060416802985541
117bd0e19e2a,3,0,0,0,6,6,7,6,6,3,6,6,11,11,9,1,3,3,0,0,997065190317286096
25827051ce85,3,2,0,0,11,11,11,11,11,10,11,11,2,6,6,1,3,3,0,0,997069314001292167
406ae854b991,3,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,11,10,1,1,997074114791092746
ec691497ec28,7,2,0,0,8,8,5,8,6,9,7,8,3,2,2,1,7,7,0,1,997103238221317766
44451e6362f6,3,1,1,0,6,6,3,5,6,1,5,6,3,4,4,1,0,0,0,0,997113500397372899
1404ea258012,3,2,0,0,10,10,11,10,11,9,10,10,2,9,10,1,0,0,1,0,997117220887293842
5a95829744b6,3,0,1,0,7,7,7,7,6,7,6,7,1,7,7,1,9,9,0,0,997133425117037953
b64df5bf243d,7,1,0,0,1,1,1,1,0,2,0,1,6,1,1,1,11,11,0,0,997139605539360257
043b694d9c5e,7,1,0,0,3,3,3,3,2,5,2,3,1,9,9,1,6,6,0,0,997145800067560428
ef34da8c2c0d,7,2,0,0,6,4,6,5,5,3,5,6,11,11,11,1,6,6,0,0,997147232737167586
bed96b6743fa,3,0,0,0,1,1,1,1,1,1,1,1,4,2,2,1,4,4,0,0,997150550425017758
ef34da8c2c0d,3,0,1,0,4,5,4,4,5,2,5,4,4,9,9,1,9,9,0,0,997154414561830274
56c9efc58838,7,1,0,0,7,7,6,7,7,8,7,7,7,2,2,1,5,5,1,0,997175987201144195
95b9d4fe1271,7,2,0,0,2,2,2,2,1,4,1,2,1,4,4,1,7,7,0,0,997179920313125644
54bdd761dc96,7,0,0,0,9,9,9,8,9,7,9,9,7,4,3,1,5,5,0,0,997183470399101559
caf2a2a8004c,3,1,0,0,11,11,10,11,10,11,11,11,9,4,4,1,3,3,0,0,997184185105700218
1404ea258012,3,1,0,0,11,11,11,11,11,11,11,11,2,6,6,1,6,6,0,0,997190691777625891
609de232a4d4,3,0,0,0,4,5,6,5,5,6,5,4,0,10,10,1,6,6,0,1,997193276232610099
7d9cf5e9ab13,3,1,0,0,6,6,6,6,6,7,6,6,8,8,8,1,9,9,0,0,997195311354008480
ecaee3d1008f,7,2,0,0,3,2,2,2,2,4,2,3,9,3,3,1,3,3,0,1,997203999547156364
e0b4f7b875db,3,0,0,0,1,0,1,2,3,1,3,1,6,1,1,1,11,11,0,1,997207604431224380
7d9cf5e9ab13,3,1,1,0,6,6,7,6,6,7,6,6,0,9,10,1,7,7,0,0,997208087756450054
6d697f14bc8e,7,1,0,0,9,10,10,10,9,10,9,9,1,5,5,1,3,3,0,0,997209608804390768
406ae854b991,3,2,1,0,1,1,1,1,2,1,1,1,6,1,1,1,3,3,0,1,997211852108544522
7b281033e46b,7,0,0,0,9,9,9,9,9,9,9,9,8,6,6,1,5,5,0,0,997217929667015659
4e9a08ea6a04,3,0,0,0,3,3,3,2,2,4,2,3,0,9,9,1,8,8,1,0,997221785640097280
bed96b6743fa,3,2,1,0,2,2,2,1,1,3,1,2,4,3,3,1,11,10,0,0,997225723518568828
7d9cf5e9ab13,3,1,0,0,6,6,4,6,5,7,6,6,7,5,5,1,0,0,1,0,997229383968065641
b7c0806de860,3,0,1,0,9,9,10,9,8,10,9,9,8,5,5,1,6,6,0,0,997243435721000019
5f8b91f5d962,3,1,0,0,7,7,8,8,8,8,8,7,8,4,5,1,5,5,0,0,997244667961493893
75ed4952b7fc,3,1,0,0,8,9,10,10,10,9,10,8,9,7,8,1,3,3,0,0,997251565701814764
1404ea258012,3,1,0,0,11,11,11,11,11,11,11,11,2,5,5,1,2,2,0,0,997253968381624931
7d9cf5e9ab13,3,1,0,0,6,6,5,6,6,7,6,6,9,6,6,1,9,9,0,0,997254266077203327
ecaee3d1008f,3,0,1,0,1,0,1,0,0,1,0,1,6,1,1,1,3,3,0,0,997259403555514048
ec691497ec28,3,0,1,0,8,8,7,8,7,9,8,8,9,2,2,1,4,4,0,0,997271283032609386
4e9a08ea6a04,3,2,0,0,4,4,4,3,3,1,3,4,11,11,10,1,1,1,1,0,997274763494816690
6d697f14bc8e,7,0,0,0,9,9,9,9,9,9,9,9,9,5,6,1,3,3,0,0,997288105173269654
5f8b91f5d962,3,2,0,0,9,9,8,8,9,8,8,9,8,4,4,1,3,3,0,0,997296210494509511
df7628a2379b,3,1,0,0,1,2,4,2,3,1,2,1,6,10,10,1,4,3,0,0,997304106624357065
406ae854b991,3,0,1,0,1,0,1,0,0,1,0,1,6,1,1,1,2,2,1,1,997308575306582877
ec691497ec28,7,2,0,0,8,8,6,8,8,8,8,8,8,2,2,1,8,8,0,0,997338991267081096
b64df5bf243d,3,0,1,0,1,1,2,0,1,2,1,1,1,5,5,1,6,6,1,0,997346757683464430
44451e6362f6,7,0,0,0,6,4,6,4,5,2,4,6,11,11,10,1,6,5,0,0,997346889014963035
44c3d411b9d0,7,0,0,0,4,4,1,3,3,1,2,4,6,1,1,1,5,5,0,0,997351257878310797
88c5daebbe7a,3,0,0,0,5,5,5,6,5,6,6,5,0,9,9,1,8,8,0,0,997352312009434633
25827051ce85,7,1,0,0,11,11,11,11,11,11,11,11,4,7,7,1,2,2,0,0,997365121365489488
5a95829744b6,3,0,0,0,4,7,8,7,7,6,7,4,0,9,10,1,7,7,0,1,997368485906580807
b64df5bf243d,3,2,0,0,1,1,1,1,1,2,1,1,4,1,1,1,4,4,0,0,997370409971172727
ef34da8c2c0d,3,2,0,0,4,3,4,3,3,3,3,4,11,11,11,1,0,0,1,0,997375635859535273
1404ea258012,3,1,0,0,11,10,11,11,11,10,11,11,2,10,10,1,9,9,0,0,997376246475442292
b64df5bf243d,3,1,0,0,1,1,1,1,0,2,0,1,4,1,1,1,6,6,0,0,997381948583331659
ecaee3d1008f,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,11,11,1,0,997386250029582783
fd98e5d506f4,3,0,0,0,5,5,2,5,4,3,4,5,3,2,2,1,6,6,0,0,997391926111614239
043b694d9c5e,3,1,0,0,2,3,4,3,3,4,3,2,7,9,9,1,3,3,0,1,997432606377716493
6d697f14bc8e,7,2,1,0,10,10,9,10,9,10,10,10,9,4,4,1,6,6,0,0,997436981956978171
de2e1a39a06a,7,0,0,0,7,7,7,8,9,7,8,7,10,5,5,1,3,3,0,0,997449240354681983
1404ea258012,3,0,0,0,11,11,10,11,11,11,11,11,3,4,4,1,3,3,0,0,997461358076271255
d2a09753fb88,3,0,1,0,5,6,7,6,6,6,6,5,0,9,9,1,6,6,0,0,997471425519205645
7d9cf5e9ab13,3,0,0,0,7,6,7,6,6,7,6,7,10,7,7,1,11,11,0,0,997475779819394452
748d7819e37e,7,1,1,0,1,1,1,1,1,2,1,1,4,1,1,1,4,4,0,0,997475888572693153
75ed4952b7fc,3,1,0,0,7,7,8,7,10,7,9,7,3,4,4,1,11,10,0,0,997476794054081697
44451e6362f6,7,1,1,0,4,5,5,5,4,6,4,4,11,10,10,1,2,2,0,0,997513072886085632
609de232a4d4,3,2,0,0,5,4,5,4,4,5,4,5,11,10,10,1,2,2,1,0,997513932336587679
5a95829744b6,7,1,0,0,6,7,7,7,7,7,6,6,4,6,6,1,9,9,0,0,997521943236086820
ecaee3d1008f,7,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,0,997535092576895913
ae58d21b0db5,7,1,0,0,4,4,3,3,3,5,3,4,0,10,10,1,8,8,0,0,997539899970071880
748d7819e37e,7,0,0,0,1,1,1,0,0,2,0,1,6,1,1,1,8,8,1,0,997546532299267281
406ae854b991,7,1,1,0,1,1,1,1,1,1,1,1,6,1,1,1,11,11,0,0,997547771025038628
043b694d9c5e,3,1,0,0,3,3,3,2,3,1,2,3,7,6,6,1,0,0,1,0,997555973526583539
44451e6362f6,7,1,1,0,4,5,6,5,6,1,5,4,10,6,7,1,0,0,0,0,997557738504711618
88c5daebbe7a,3,1,1,0,5,6,3,5,3,6,5,5,5,4,4,1,0,0,0,0,997567920452876087
5a95829744b6,7,0,0,0,5,6,7,6,7,6,7,5,0,10,10,1,11,11,0,0,997576983785805539
44c3d411b9d0,3,2,0,0,1,1,1,0,1,2,1,1,6,1,1,1,0,0,1,0,997592012000546492
75ed4952b7fc,3,1,0,0,8,8,10,7,9,7,8,8,2,9,8,1,11,11,0,1,997594798940294123
4e9a08ea6a04,3,0,0,0,3,3,3,3,2,5,2,3,0,9,9,1,9,9,0,0,997607681907420131
